trip_id,arrival_time,stop_id,stop_name,service_id,trip_headsign
1714,80800,U106Z102,Opatov,5,Háje
1714,80955,U286Z102,Háje,5,Háje
1715,81415,U286Z101,Háje,5,Letňany
1715,81545,U106Z101,Opatov,5,Letňany
1715,81745,U52Z101,Chodov,5,Letňany
1715,81940,U601Z101,Roztyly,5,Letňany
1715,82135,U228Z101,Kačerov,5,Letňany
1715,82315,U50Z101,Budějovická,5,Letňany
1715,82455,U385Z101,Pankrác,5,Letňany
1715,82635,U597Z101,Pražského povstání,5,Letňany
1715,82805,U527Z101,Vyšehrad,5,Letňany
1715,83010,U190Z101,I. P. Pavlova,5,Letňany
1715,83150,U400Z121,Muzeum - C,5,Letňany
1715,83310,U142Z101,Hlavní nádraží,5,Letňany
1715,83450,U689Z121,Florenc - C,5,Letňany
1715,83650,U100Z101,Vltavská,5,Letňany
1715,83830,U115Z101,Nádraží Holešovice,5,Letňany
1715,84135,U675Z101,Kobylisy,5,Letňany
1715,84330,U78Z101,Ládví,5,Letňany
1715,84545,U332Z101,Střížkov,5,Letňany
1715,84725,U603Z101,Prosek,5,Letňany
1715,84955,U1000Z101,Letňany,5,Letňany
1716,85405,U1000Z102,Letňany,5,Háje
1716,85620,U603Z102,Prosek,5,Háje
1716,85800,U332Z102,Střížkov,5,Háje
1716,90005,U78Z102,Ládví,5,Háje
1716,90215,U675Z102,Kobylisy,5,Háje
1716,90525,U115Z102,Nádraží Holešovice,5,Háje
1716,90715,U100Z102,Vltavská,5,Háje
1716,90910,U689Z122,Florenc - C,5,Háje
1716,91055,U142Z102,Hlavní nádraží,5,Háje
1716,91205,U400Z122,Muzeum - C,5,Háje
1716,91345,U190Z102,I. P. Pavlova,5,Háje
1716,91545,U527Z102,Vyšehrad,5,Háje
1716,91715,U597Z102,Pražského povstání,5,Háje
1716,91845,U385Z102,Pankrác,5,Háje
1716,92025,U50Z102,Budějovická,5,Háje
1716,92200,U228Z102,Kačerov,5,Háje
1716,92410,U601Z102,Roztyly,5,Háje
1716,92600,U52Z102,Chodov,5,Háje
1716,92800,U106Z102,Opatov,5,Háje
1716,92955,U286Z102,Háje,5,Háje
